user_id,orders_30d,avg_order_value,last_order_date,segment,segment_month
U003079,1,1098.73,2024-02-27,casual,2024-01-01
U003088,2,616.4549999999999,2024-02-18,casual,2024-01-01
U003112,1,998.39,2024-02-13,casual,2024-01-01
U003114,3,589.9399999999999,2024-02-15,casual,2024-01-01
U003123,3,565.76,2024-02-21,casual,2024-01-01
U003125,1,271.94,2024-02-19,casual,2024-01-01
U003128,4,457.08500000000004,2024-02-27,regular,2024-01-01
U003158,1,446.7,2024-02-24,casual,2024-01-01
U003175,3,651.9333333333333,2024-02-29,casual,2024-01-01
U003186,1,1087.17,2024-02-27,casual,2024-01-01
U003199,1,996.93,2024-02-22,casual,2024-01-01
U003234,3,677.4,2024-02-21,casual,2024-01-01
U003272,1,986.74,2024-02-29,casual,2024-01-01
U003286,4,577.3325,2024-02-28,regular,2024-01-01
U003318,2,643.345,2024-02-26,casual,2024-01-01
U003349,1,994.94,2024-02-21,casual,2024-01-01
U003351,1,806.52,2024-02-14,casual,2024-01-01
U003356,5,676.174,2024-02-26,regular,2024-01-01
U003357,1,1187.7,2024-02-06,casual,2024-01-01
U003402,4,675.2875,2024-02-23,regular,2024-01-01
U003412,2,680.06,2024-02-26,casual,2024-01-01
U003417,1,1148.69,2024-02-01,casual,2024-01-01
U003424,5,574.6020000000001,2024-02-17,regular,2024-01-01
U003451,1,743.5,2024-02-27,casual,2024-01-01
U003483,1,697.89,2024-02-20,casual,2024-01-01
U003488,1,980.95,2024-02-26,casual,2024-01-01
U003504,1,649.1,2024-02-12,casual,2024-01-01
U003512,2,420.885,2024-02-20,casual,2024-01-01
U003534,2,485.19,2024-02-16,casual,2024-01-01
U003540,1,1192.15,2024-02-10,casual,2024-01-01
U003555,1,378.8,2024-02-04,casual,2024-01-01
U003571,1,913.25,2024-02-22,casual,2024-01-01
U003627,1,277.37,2024-02-06,casual,2024-01-01
U003632,1,585.62,2024-02-29,casual,2024-01-01
U003638,3,334.8433333333333,2024-02-20,casual,2024-01-01
U003639,2,449.52,2024-02-13,casual,2024-01-01
U003655,3,455.29,2024-02-29,casual,2024-01-01
U003668,1,453.34,2024-02-08,casual,2024-01-01
U003672,1,909.65,2024-02-25,casual,2024-01-01
U003677,1,173.87,2024-02-28,casual,2024-01-01
U003682,1,1218.32,2024-02-13,casual,2024-01-01
U003690,2,155.69,2024-02-20,casual,2024-01-01
U003694,1,217.17,2024-02-05,casual,2024-01-01
U003699,1,406.65,2024-02-19,casual,2024-01-01
U003708,1,1087.55,2024-02-02,casual,2024-01-01
U003711,1,711.99,2024-02-13,casual,2024-01-01
U003783,2,124.39500000000001,2024-02-28,casual,2024-01-01
U003795,6,685.1983333333334,2024-02-23,regular,2024-01-01
U003816,1,866.52,2024-02-18,casual,2024-01-01
U003850,4,742.7525,2024-02-29,regular,2024-01-01
U003856,1,1173.62,2024-02-01,casual,2024-01-01
U003870,2,861.17,2024-02-20,casual,2024-01-01
U003875,3,697.1966666666667,2024-02-26,casual,2024-01-01
U003880,1,825.51,2024-02-14,casual,2024-01-01
U003904,1,380.0,2024-02-20,casual,2024-01-01
U003910,1,945.21,2024-02-01,casual,2024-01-01
U003934,1,1052.92,2024-02-22,casual,2024-01-01
U003949,1,244.93,2024-02-27,casual,2024-01-01
U003955,1,678.63,2024-02-10,casual,2024-01-01
U003965,1,135.89,2024-02-25,casual,2024-01-01
U003967,2,987.015,2024-02-21,casual,2024-01-01
U003975,2,523.8,2024-02-28,casual,2024-01-01
U003991,1,637.31,2024-02-25,casual,2024-01-01
U003992,2,642.62,2024-02-12,casual,2024-01-01
U003994,2,497.715,2024-02-29,casual,2024-01-01
U004010,3,651.7733333333334,2024-02-23,casual,2024-01-01
U004011,1,154.55,2024-02-24,casual,2024-01-01
U004022,1,727.74,2024-02-23,casual,2024-01-01
U004043,1,531.21,2024-02-13,casual,2024-01-01
U004058,2,975.5049999999999,2024-02-20,casual,2024-01-01
U004066,1,162.46,2024-02-01,casual,2024-01-01
U004067,2,717.225,2024-02-13,casual,2024-01-01
U004086,2,1152.12,2024-02-28,casual,2024-01-01
U004098,1,735.03,2024-02-08,casual,2024-01-01
U004099,1,85.15,2024-02-20,casual,2024-01-01
U004129,2,461.16,2024-02-24,casual,2024-01-01
U004148,1,842.11,2024-02-17,casual,2024-01-01
U004163,1,283.29,2024-02-18,casual,2024-01-01
U004167,1,1132.02,2024-02-14,casual,2024-01-01
U004170,3,777.1566666666668,2024-02-27,casual,2024-01-01
U004171,1,1010.59,2024-02-07,casual,2024-01-01
U004184,1,715.93,2024-02-17,casual,2024-01-01
U004187,2,897.05,2024-02-07,casual,2024-01-01
U004205,2,444.12,2024-02-21,casual,2024-01-01
U004278,1,387.7,2024-02-18,casual,2024-01-01
U004284,1,561.36,2024-02-21,casual,2024-01-01
U004292,3,560.25,2024-02-19,casual,2024-01-01
U004306,5,592.678,2024-02-28,regular,2024-01-01
U004313,1,525.92,2024-02-24,casual,2024-01-01
U004327,2,308.33,2024-02-15,casual,2024-01-01
U004334,1,473.34,2024-02-08,casual,2024-01-01
U004336,2,769.855,2024-02-26,casual,2024-01-01
U004360,1,458.57,2024-02-02,casual,2024-01-01
U004370,1,662.25,2024-02-23,casual,2024-01-01
U004382,2,421.40999999999997,2024-02-27,casual,2024-01-01
U004391,1,91.52,2024-02-05,casual,2024-01-01
U004411,3,897.07,2024-02-26,casual,2024-01-01
U004412,2,396.41999999999996,2024-02-23,casual,2024-01-01
U004418,2,887.335,2024-02-19,casual,2024-01-01
U004419,1,810.02,2024-02-18,casual,2024-01-01
U004421,3,688.3533333333334,2024-02-25,casual,2024-01-01
U004440,2,760.025,2024-02-27,casual,2024-01-01
U004456,2,805.245,2024-02-10,casual,2024-01-01
U004468,2,556.175,2024-02-15,casual,2024-01-01
U004487,3,663.2866666666666,2024-02-24,casual,2024-01-01
U004513,1,717.97,2024-02-07,casual,2024-01-01
U004532,1,1220.96,2024-02-18,casual,2024-01-01
U004564,1,1118.15,2024-02-11,casual,2024-01-01
U004576,1,371.93,2024-02-02,casual,2024-01-01
U004578,1,896.04,2024-02-09,casual,2024-01-01
U004619,1,904.25,2024-02-12,casual,2024-01-01
U004663,1,894.95,2024-02-20,casual,2024-01-01
U004677,2,964.8499999999999,2024-02-29,casual,2024-01-01
U004743,4,741.4074999999999,2024-02-25,regular,2024-01-01
U004746,1,890.26,2024-02-21,casual,2024-01-01
U004748,1,217.37,2024-02-02,casual,2024-01-01
U004768,4,621.2275,2024-02-21,regular,2024-01-01
U004790,1,1082.39,2024-02-25,casual,2024-01-01
U004795,2,677.945,2024-02-08,casual,2024-01-01
U004804,1,187.95,2024-02-25,casual,2024-01-01
U004811,2,657.76,2024-02-24,casual,2024-01-01
U004822,2,555.28,2024-02-29,casual,2024-01-01
U004840,1,1155.73,2024-02-05,casual,2024-01-01
U004843,1,998.04,2024-02-12,casual,2024-01-01
U004845,2,807.0550000000001,2024-02-09,casual,2024-01-01
U004850,1,401.64,2024-02-27,casual,2024-01-01
U004868,2,219.32,2024-02-20,casual,2024-01-01
U004887,1,701.53,2024-02-18,casual,2024-01-01
U004899,2,816.96,2024-02-24,casual,2024-01-01
U004925,2,600.885,2024-02-25,casual,2024-01-01
U004927,1,1033.79,2024-02-12,casual,2024-01-01
U004928,1,844.05,2024-02-23,casual,2024-01-01
U004929,1,1183.92,2024-02-11,casual,2024-01-01
U004936,1,893.23,2024-02-16,casual,2024-01-01
U004978,1,972.7,2024-02-20,casual,2024-01-01
U004995,4,469.785,2024-02-26,regular,2024-01-01
U005015,2,762.76,2024-02-12,casual,2024-01-01
U005030,1,187.15,2024-02-22,casual,2024-01-01
U005066,4,621.8199999999999,2024-02-22,regular,2024-01-01
U005070,1,406.39,2024-02-19,casual,2024-01-01
U005079,1,314.82,2024-02-25,casual,2024-01-01
U005091,2,649.12,2024-02-28,casual,2024-01-01
U005121,1,1081.65,2024-02-15,casual,2024-01-01
U005151,2,294.46999999999997,2024-02-27,casual,2024-01-01
U005173,2,687.87,2024-02-26,casual,2024-01-01
U005210,1,1084.39,2024-02-03,casual,2024-01-01
U005212,1,1097.93,2024-02-26,casual,2024-01-01
U005236,2,404.06,2024-02-25,casual,2024-01-01
U005250,1,544.69,2024-02-26,casual,2024-01-01
U005254,3,695.0366666666667,2024-02-28,casual,2024-01-01
U005293,1,599.63,2024-02-25,casual,2024-01-01
U005302,2,961.365,2024-02-17,casual,2024-01-01
U005311,1,325.3,2024-02-04,casual,2024-01-01
U005321,1,225.88,2024-02-24,casual,2024-01-01
U005325,4,671.6524999999999,2024-02-18,regular,2024-01-01
U005347,3,530.9566666666666,2024-02-28,casual,2024-01-01
U005353,1,593.37,2024-02-04,casual,2024-01-01
U005357,1,263.83,2024-02-05,casual,2024-01-01
U005380,1,244.9,2024-02-17,casual,2024-01-01
U005404,1,881.99,2024-02-09,casual,2024-01-01
U005414,2,740.3900000000001,2024-02-07,casual,2024-01-01
U005415,2,1088.06,2024-02-23,casual,2024-01-01
U005430,1,1212.71,2024-02-26,casual,2024-01-01
U005445,5,236.91199999999998,2024-02-28,regular,2024-01-01
U005456,1,808.62,2024-02-27,casual,2024-01-01
U005463,2,695.02,2024-02-09,casual,2024-01-01
U005489,1,1097.0,2024-02-18,casual,2024-01-01
U005503,1,1093.14,2024-02-09,casual,2024-01-01
U005505,1,1182.0,2024-02-12,casual,2024-01-01
U005511,1,937.24,2024-02-23,casual,2024-01-01
U005528,1,1171.46,2024-02-18,casual,2024-01-01
U005549,1,262.26,2024-02-27,casual,2024-01-01
U005551,1,300.05,2024-02-10,casual,2024-01-01
U005563,1,1144.6,2024-02-03,casual,2024-01-01
U005576,1,1028.37,2024-02-29,casual,2024-01-01
U005611,1,115.08,2024-02-28,casual,2024-01-01
U005628,1,1071.06,2024-02-17,casual,2024-01-01
U005633,2,244.31,2024-02-24,casual,2024-01-01
U005635,1,185.51,2024-02-18,casual,2024-01-01
U005640,2,1105.5,2024-02-23,casual,2024-01-01
U005673,1,658.6,2024-02-29,casual,2024-01-01
U005691,1,110.14,2024-02-22,casual,2024-01-01
U005692,1,384.62,2024-02-06,casual,2024-01-01
U005708,2,262.57,2024-02-21,casual,2024-01-01
U005739,3,698.3666666666667,2024-02-21,casual,2024-01-01
U005751,2,825.4749999999999,2024-02-18,casual,2024-01-01
U005753,1,122.82,2024-02-18,casual,2024-01-01
U005792,1,1116.39,2024-02-16,casual,2024-01-01
U005815,3,561.1066666666667,2024-02-22,casual,2024-01-01
U005824,1,828.88,2024-02-21,casual,2024-01-01
U005826,1,143.51,2024-02-27,casual,2024-01-01
U005844,1,460.74,2024-02-23,casual,2024-01-01
U005858,4,728.3475000000001,2024-02-25,regular,2024-01-01
U005859,3,611.3266666666667,2024-02-29,casual,2024-01-01
U005872,1,307.83,2024-02-09,casual,2024-01-01
U005898,1,923.02,2024-02-07,casual,2024-01-01
U005931,1,234.63,2024-02-12,casual,2024-01-01
U005942,1,1097.95,2024-02-26,casual,2024-01-01
U005986,1,828.15,2024-02-29,casual,2024-01-01
U006008,2,565.47,2024-02-27,casual,2024-01-01
U006044,1,591.68,2024-01-31,casual,2024-01-01
U006068,1,1066.79,2024-02-07,casual,2024-01-01
U006108,3,368.99,2024-02-26,casual,2024-01-01
U006123,2,450.01,2024-02-26,casual,2024-01-01
U006154,1,564.07,2024-02-22,casual,2024-01-01
U006156,3,523.1066666666667,2024-02-17,casual,2024-01-01
U006161,2,929.1949999999999,2024-02-29,casual,2024-01-01
U006165,1,377.47,2024-02-07,casual,2024-01-01
U006169,2,837.36,2024-02-17,casual,2024-01-01
U006180,2,847.02,2024-02-23,casual,2024-01-01
U006222,1,315.29,2024-02-29,casual,2024-01-01
U006223,1,1119.34,2024-02-29,casual,2024-01-01
U006225,2,622.31,2024-02-24,casual,2024-01-01
U006230,1,969.54,2024-02-28,casual,2024-01-01
U006253,1,701.53,2024-02-29,casual,2024-01-01
U006269,1,935.79,2024-02-29,casual,2024-01-01
U006285,1,1171.66,2024-02-01,casual,2024-01-01
U006294,1,759.64,2024-02-07,casual,2024-01-01
U006314,1,259.12,2024-02-12,casual,2024-01-01
U006320,2,864.9300000000001,2024-02-23,casual,2024-01-01
U006325,5,266.002,2024-02-29,regular,2024-01-01
U006330,1,521.54,2024-02-19,casual,2024-01-01
U006363,1,961.5,2024-02-18,casual,2024-01-01
U006376,2,667.145,2024-02-26,casual,2024-01-01
U006391,2,891.5150000000001,2024-02-26,casual,2024-01-01
U006454,1,1059.53,2024-02-18,casual,2024-01-01
U006466,2,499.36,2024-02-27,casual,2024-01-01
U006480,1,850.95,2024-02-22,casual,2024-01-01
U006496,2,676.9200000000001,2024-02-26,casual,2024-01-01
U006516,1,1033.07,2024-02-14,casual,2024-01-01
U006520,1,247.59,2024-02-02,casual,2024-01-01
U006525,1,1071.81,2024-02-28,casual,2024-01-01
U006535,3,720.52,2024-02-25,casual,2024-01-01
U006544,1,896.33,2024-02-23,casual,2024-01-01
U006546,1,973.64,2024-02-22,casual,2024-01-01
U006632,1,829.53,2024-02-05,casual,2024-01-01
U006633,1,241.47,2024-02-08,casual,2024-01-01
U006674,3,449.4266666666667,2024-02-14,casual,2024-01-01
U006686,4,489.34499999999997,2024-02-29,regular,2024-01-01
U006726,4,643.92,2024-02-29,regular,2024-01-01
U006728,1,638.09,2024-02-19,casual,2024-01-01
U006735,3,623.23,2024-02-26,casual,2024-01-01
U006739,1,301.12,2024-02-24,casual,2024-01-01
U006741,3,844.1333333333333,2024-02-19,casual,2024-01-01
U006748,4,550.1975,2024-02-26,regular,2024-01-01
U006764,1,902.78,2024-02-16,casual,2024-01-01
U006832,1,1122.31,2024-02-06,casual,2024-01-01
U006872,3,653.4633333333333,2024-02-27,casual,2024-01-01
U006882,1,137.67,2024-02-14,casual,2024-01-01
U006898,1,665.53,2024-02-18,casual,2024-01-01
U006922,1,971.42,2024-02-27,casual,2024-01-01
U006926,2,518.53,2024-02-29,casual,2024-01-01
U006932,3,902.4566666666666,2024-02-11,casual,2024-01-01
U006937,1,120.39,2024-02-22,casual,2024-01-01
U006950,2,471.26,2024-01-31,casual,2024-01-01
U006962,1,310.33,2024-02-03,casual,2024-01-01
U007008,4,232.9075,2024-02-27,regular,2024-01-01
U007033,1,1098.99,2024-02-28,casual,2024-01-01
U007037,1,177.53,2024-02-01,casual,2024-01-01
U007086,1,1136.18,2024-02-28,casual,2024-01-01
U007089,2,442.765,2024-02-22,casual,2024-01-01
U007090,3,549.0933333333334,2024-02-27,casual,2024-01-01
U007101,2,562.19,2024-02-19,casual,2024-01-01
U007102,2,484.53999999999996,2024-02-08,casual,2024-01-01
U007105,1,722.16,2024-02-24,casual,2024-01-01
U007106,1,434.95,2024-02-13,casual,2024-01-01
U007187,1,321.18,2024-02-10,casual,2024-01-01
U007213,1,544.08,2024-02-16,casual,2024-01-01
U007246,2,975.97,2024-02-05,casual,2024-01-01
U007274,1,308.5,2024-02-26,casual,2024-01-01
U007278,4,642.9325,2024-02-26,regular,2024-01-01
U007282,2,174.055,2024-02-24,casual,2024-01-01
U007288,1,614.02,2024-02-25,casual,2024-01-01
U007305,4,578.73,2024-02-15,regular,2024-01-01
U007315,6,767.5,2024-02-27,regular,2024-01-01
U007326,1,216.18,2024-02-19,casual,2024-01-01
U007338,1,794.92,2024-02-01,casual,2024-01-01
U007343,1,553.03,2024-02-06,casual,2024-01-01
U007368,1,567.77,2024-01-31,casual,2024-01-01
U007386,1,746.3,2024-02-26,casual,2024-01-01
U007392,2,736.715,2024-02-27,casual,2024-01-01
U007396,1,372.21,2024-02-07,casual,2024-01-01
U007419,6,786.96,2024-02-27,regular,2024-01-01
U007421,1,94.12,2024-02-19,casual,2024-01-01
U007425,1,108.73,2024-02-16,casual,2024-01-01
U007438,1,345.68,2024-02-20,casual,2024-01-01
U007478,1,958.37,2024-02-19,casual,2024-01-01
U007481,1,416.47,2024-02-09,casual,2024-01-01
U007483,1,314.61,2024-02-11,casual,2024-01-01
U007491,1,398.37,2024-02-08,casual,2024-01-01
U007497,3,565.5500000000001,2024-02-19,casual,2024-01-01
U007520,5,471.398,2024-02-17,regular,2024-01-01
U007563,1,936.39,2024-02-19,casual,2024-01-01
U007568,1,994.42,2024-02-14,casual,2024-01-01
U007573,1,869.05,2024-02-22,casual,2024-01-01
U007591,1,506.86,2024-02-28,casual,2024-01-01
U007620,1,271.26,2024-02-01,casual,2024-01-01
U007623,2,1162.935,2024-02-17,casual,2024-01-01
U007636,3,574.86,2024-02-18,casual,2024-01-01
U007639,4,645.43,2024-02-20,regular,2024-01-01
U007651,2,486.435,2024-02-06,casual,2024-01-01
U007657,1,399.27,2024-02-25,casual,2024-01-01
U007661,3,622.4466666666666,2024-02-21,casual,2024-01-01
U007670,1,658.41,2024-02-04,casual,2024-01-01
U007700,2,846.8100000000001,2024-02-13,casual,2024-01-01
U007711,2,402.255,2024-02-29,casual,2024-01-01
U007733,2,444.28,2024-02-25,casual,2024-01-01
U007774,1,757.63,2024-02-04,casual,2024-01-01
U007776,1,938.66,2024-02-17,casual,2024-01-01
U007782,1,284.59,2024-02-07,casual,2024-01-01
U007789,1,1149.13,2024-02-20,casual,2024-01-01
U007800,1,451.03,2024-02-28,casual,2024-01-01
U007802,2,435.375,2024-02-07,casual,2024-01-01
U007805,2,957.875,2024-02-23,casual,2024-01-01
U007810,1,1182.16,2024-02-26,casual,2024-01-01
U007811,2,417.625,2024-02-18,casual,2024-01-01
U007830,2,951.13,2024-02-06,casual,2024-01-01
U007858,1,658.72,2024-02-22,casual,2024-01-01
U007889,1,621.87,2024-02-26,casual,2024-01-01
U007915,1,775.69,2024-02-16,casual,2024-01-01
U007934,1,1143.8,2024-02-08,casual,2024-01-01
U007946,2,229.285,2024-02-13,casual,2024-01-01
U007954,1,1046.1,2024-02-28,casual,2024-01-01
U007966,6,579.7733333333334,2024-02-28,regular,2024-01-01
U008008,1,978.57,2024-02-10,casual,2024-01-01
U008010,2,883.0,2024-02-24,casual,2024-01-01
U008036,5,498.508,2024-02-28,regular,2024-01-01
U008048,1,1159.26,2024-02-27,casual,2024-01-01
U008086,1,1072.27,2024-02-23,casual,2024-01-01
U008089,4,500.345,2024-02-26,regular,2024-01-01
U008097,3,477.6933333333333,2024-02-08,casual,2024-01-01
U008107,1,1137.69,2024-02-24,casual,2024-01-01
U008116,2,427.28499999999997,2024-02-19,casual,2024-01-01
U008136,1,995.02,2024-02-27,casual,2024-01-01
U008150,2,108.385,2024-02-18,casual,2024-01-01
U008162,1,1178.61,2024-02-04,casual,2024-01-01
U008174,1,902.66,2024-02-10,casual,2024-01-01
U008177,2,453.17499999999995,2024-02-29,casual,2024-01-01
U008180,1,669.98,2024-02-28,casual,2024-01-01
U008223,8,524.18,2024-02-19,power,2024-01-01
U008257,1,120.63,2024-02-14,casual,2024-01-01
U008280,2,981.0999999999999,2024-02-15,casual,2024-01-01
U008343,1,946.75,2024-02-09,casual,2024-01-01
U008385,1,171.32,2024-02-26,casual,2024-01-01
U008394,1,630.82,2024-02-27,casual,2024-01-01
U008408,1,707.63,2024-02-09,casual,2024-01-01
U008420,1,550.64,2024-02-29,casual,2024-01-01
U008427,1,308.74,2024-02-27,casual,2024-01-01
U008438,3,857.84,2024-02-25,casual,2024-01-01
U008460,1,212.3,2024-02-19,casual,2024-01-01
U008472,1,1060.49,2024-02-27,casual,2024-01-01
U008477,1,727.91,2024-02-27,casual,2024-01-01
U008492,1,437.4,2024-02-29,casual,2024-01-01
U008507,4,298.585,2024-02-14,regular,2024-01-01
U008523,1,189.98,2024-02-20,casual,2024-01-01
U008526,2,592.635,2024-02-12,casual,2024-01-01
U008537,1,553.86,2024-02-05,casual,2024-01-01
U008570,1,1116.43,2024-02-06,casual,2024-01-01
U008580,5,519.134,2024-02-25,regular,2024-01-01
U008581,1,1141.39,2024-02-15,casual,2024-01-01
U008604,1,415.53,2024-01-31,casual,2024-01-01
U008618,2,265.305,2024-02-15,casual,2024-01-01
U008625,1,265.55,2024-02-25,casual,2024-01-01
U008668,1,634.39,2024-02-24,casual,2024-01-01
U008674,2,525.455,2024-02-29,casual,2024-01-01
U008680,1,382.51,2024-02-24,casual,2024-01-01
U008688,4,304.3925,2024-02-23,regular,2024-01-01
U008693,1,194.72,2024-02-28,casual,2024-01-01
U008705,1,547.06,2024-02-26,casual,2024-01-01
U008709,2,1035.8400000000001,2024-02-26,casual,2024-01-01
U008710,1,169.63,2024-02-26,casual,2024-01-01
U008733,1,206.23,2024-02-08,casual,2024-01-01
U008747,1,172.0,2024-02-17,casual,2024-01-01
U008749,1,1035.68,2024-02-12,casual,2024-01-01
U008757,1,938.99,2024-02-20,casual,2024-01-01
U008768,1,720.67,2024-02-20,casual,2024-01-01
U008789,2,744.37,2024-02-23,casual,2024-01-01
U008793,3,698.94,2024-02-10,casual,2024-01-01
U008823,1,1041.25,2024-02-04,casual,2024-01-01
U008824,2,599.9549999999999,2024-02-20,casual,2024-01-01
U008830,2,464.15999999999997,2024-02-25,casual,2024-01-01
U008831,1,149.28,2024-02-09,casual,2024-01-01
U008859,1,333.28,2024-02-17,casual,2024-01-01
U008869,1,774.78,2024-02-27,casual,2024-01-01
U008883,3,740.1866666666666,2024-02-29,casual,2024-01-01
U008916,1,954.3,2024-02-16,casual,2024-01-01
U008937,2,715.635,2024-02-27,casual,2024-01-01
U008974,2,672.965,2024-02-12,casual,2024-01-01
U009014,2,714.67,2024-02-28,casual,2024-01-01
U009019,2,688.61,2024-02-27,casual,2024-01-01
U009035,1,668.46,2024-02-19,casual,2024-01-01
U009046,1,606.5,2024-02-22,casual,2024-01-01
U009069,3,762.5233333333334,2024-02-27,casual,2024-01-01
U009089,2,1026.98,2024-02-22,casual,2024-01-01
U009171,1,1062.09,2024-02-22,casual,2024-01-01
U009173,4,497.7125,2024-02-26,regular,2024-01-01
U009174,2,406.395,2024-02-29,casual,2024-01-01
U009180,5,515.5379999999999,2024-02-17,regular,2024-01-01
U009215,2,1096.345,2024-02-25,casual,2024-01-01
U009277,1,417.31,2024-02-25,casual,2024-01-01
U009284,3,504.3333333333333,2024-02-23,casual,2024-01-01
U009300,1,1191.66,2024-02-25,casual,2024-01-01
U009309,1,130.95,2024-02-27,casual,2024-01-01
U009339,1,475.85,2024-02-15,casual,2024-01-01
U009351,1,1099.38,2024-02-24,casual,2024-01-01
U009380,2,555.625,2024-02-20,casual,2024-01-01
U009381,4,720.2175,2024-02-23,regular,2024-01-01
U009400,2,634.0949999999999,2024-02-15,casual,2024-01-01
U009406,1,1085.9,2024-02-16,casual,2024-01-01
U009442,1,732.92,2024-02-24,casual,2024-01-01
U009481,2,501.77500000000003,2024-02-25,casual,2024-01-01
U009490,1,1114.34,2024-02-28,casual,2024-01-01
U009492,5,817.758,2024-02-24,regular,2024-01-01
U009516,1,538.77,2024-02-08,casual,2024-01-01
U009528,2,509.21500000000003,2024-02-19,casual,2024-01-01
U009533,2,438.395,2024-02-28,casual,2024-01-01
U009539,1,324.02,2024-02-23,casual,2024-01-01
U009542,1,1116.6,2024-02-29,casual,2024-01-01
U009548,3,508.6366666666666,2024-02-22,casual,2024-01-01
U009562,2,498.25,2024-02-29,casual,2024-01-01
U009579,4,769.675,2024-02-21,regular,2024-01-01
U009598,1,858.65,2024-02-14,casual,2024-01-01
U009601,2,980.325,2024-02-10,casual,2024-01-01
U009612,1,661.09,2024-02-22,casual,2024-01-01
U009629,2,842.8050000000001,2024-02-07,casual,2024-01-01
U009633,1,991.6,2024-02-21,casual,2024-01-01
U009651,1,300.01,2024-02-26,casual,2024-01-01
U009662,1,1047.14,2024-02-14,casual,2024-01-01
U009663,1,522.75,2024-02-10,casual,2024-01-01
U009664,1,558.91,2024-02-18,casual,2024-01-01
U009683,2,585.655,2024-02-20,casual,2024-01-01
U009702,2,757.6500000000001,2024-02-22,casual,2024-01-01
U009706,2,658.425,2024-02-29,casual,2024-01-01
U009725,2,634.5400000000001,2024-02-28,casual,2024-01-01
U009749,4,859.7225,2024-02-18,regular,2024-01-01
U009793,2,875.115,2024-02-29,casual,2024-01-01
U009813,3,870.4133333333333,2024-02-19,casual,2024-01-01
U009835,1,993.96,2024-02-03,casual,2024-01-01
U009843,2,319.525,2024-02-19,casual,2024-01-01
U009857,3,663.2433333333333,2024-02-22,casual,2024-01-01
U009859,1,358.32,2024-02-06,casual,2024-01-01
U009885,3,920.6633333333333,2024-02-16,casual,2024-01-01
U009908,2,568.25,2024-02-14,casual,2024-01-01
U009917,1,129.5,2024-02-25,casual,2024-01-01
U009919,1,713.96,2024-02-29,casual,2024-01-01
U009946,1,406.33,2024-02-28,casual,2024-01-01
U009968,1,1180.68,2024-02-17,casual,2024-01-01
U009992,1,620.08,2024-02-24,casual,2024-01-01
U009995,2,544.45,2024-02-25,casual,2024-01-01
U010016,3,595.07,2024-02-26,casual,2024-01-01
U010024,2,732.2,2024-02-29,casual,2024-01-01
U010031,4,360.27,2024-02-29,regular,2024-01-01
U010035,1,235.94,2024-02-07,casual,2024-01-01
U010099,1,459.64,2024-02-01,casual,2024-01-01
U010106,1,1061.06,2024-02-28,casual,2024-01-01
U010109,3,1006.52,2024-02-17,casual,2024-01-01
U010110,1,1051.14,2024-02-26,casual,2024-01-01
U010121,3,671.6733333333333,2024-02-28,casual,2024-01-01
U010122,1,733.46,2024-02-19,casual,2024-01-01
U010141,4,613.4425,2024-02-21,regular,2024-01-01
U010174,1,147.56,2024-02-22,casual,2024-01-01
U010175,1,81.63,2024-02-14,casual,2024-01-01
U010182,1,1047.69,2024-02-13,casual,2024-01-01
U010193,2,856.625,2024-02-29,casual,2024-01-01
U010195,1,683.25,2024-02-18,casual,2024-01-01
U010206,1,1155.26,2024-02-24,casual,2024-01-01
U010209,5,678.3620000000001,2024-02-25,regular,2024-01-01
U010220,1,1189.45,2024-02-19,casual,2024-01-01
U010225,1,697.7,2024-02-06,casual,2024-01-01
U010232,1,805.58,2024-02-23,casual,2024-01-01
U010250,3,562.4566666666666,2024-02-13,casual,2024-01-01
U010312,1,369.3,2024-02-11,casual,2024-01-01
U010335,2,421.40999999999997,2024-02-25,casual,2024-01-01
U010356,1,972.14,2024-02-19,casual,2024-01-01
U010418,5,743.106,2024-02-25,regular,2024-01-01
U010421,2,576.285,2024-02-29,casual,2024-01-01
U010458,1,428.59,2024-02-18,casual,2024-01-01
U010487,2,547.9350000000001,2024-02-08,casual,2024-01-01
U010501,2,773.6949999999999,2024-02-27,casual,2024-01-01
U010528,2,1043.375,2024-02-24,casual,2024-01-01
U010530,3,218.73666666666668,2024-02-16,casual,2024-01-01
U010534,4,568.5074999999999,2024-02-26,regular,2024-01-01
U010541,1,576.38,2024-02-06,casual,2024-01-01
U010579,1,586.41,2024-02-24,casual,2024-01-01
U010614,1,408.91,2024-02-23,casual,2024-01-01
U010633,1,242.8,2024-02-28,casual,2024-01-01
U010646,1,601.12,2024-02-29,casual,2024-01-01
U010662,1,1157.56,2024-02-22,casual,2024-01-01
U010670,2,587.395,2024-02-10,casual,2024-01-01
U010674,1,930.15,2024-02-24,casual,2024-01-01
U010686,1,330.83,2024-02-24,casual,2024-01-01
U010692,3,986.2066666666666,2024-02-17,casual,2024-01-01
U010694,2,424.645,2024-02-25,casual,2024-01-01
U010705,1,244.86,2024-02-06,casual,2024-01-01
U010806,1,667.72,2024-02-23,casual,2024-01-01
U010822,2,313.235,2024-02-23,casual,2024-01-01
U010826,1,423.65,2024-02-18,casual,2024-01-01
U010874,1,727.61,2024-02-24,casual,2024-01-01
U010882,3,652.4733333333332,2024-02-26,casual,2024-01-01
U010926,1,353.33,2024-02-25,casual,2024-01-01
U010938,1,991.97,2024-02-17,casual,2024-01-01
U010951,1,745.56,2024-02-12,casual,2024-01-01
