user_id,signup_date,city,device_type,channel,age_bucket
U008097,2024-01-14,Mumbai,ios,referral,25-34
U008098,2024-06-14,Jaipur,ios,social,18-24
U008099,2024-04-03,Delhi,ios,social,35-44
U008100,2024-03-13,Mumbai,android,organic,18-24
U008101,2024-02-23,Hyderabad,android,paid_google,18-24
U008102,2024-04-21,Bangalore,web,email,18-24
U008103,2024-03-05,Mumbai,android,organic,25-34
U008104,2024-03-26,Mumbai,android,paid_google,35-44
U008105,2024-06-06,Pune,web,organic,25-34
U008106,2024-04-26,Bangalore,web,organic,18-24
U008107,2024-01-12,Mumbai,ios,organic,25-34
U008108,2024-01-27,Hyderabad,ios,organic,35-44
U008109,2024-01-14,Hyderabad,web,referral,18-24
U008110,2024-05-17,Bangalore,android,organic,18-24
U008111,2024-02-15,Mumbai,ios,referral,45+
U008112,2024-02-10,Delhi,ios,social,18-24
U008113,2024-01-08,Hyderabad,ios,social,35-44
U008114,2024-05-04,Mumbai,ios,referral,25-34
U008115,2024-05-11,Bangalore,ios,organic,35-44
U008116,2024-01-30,Mumbai,android,organic,35-44
U008117,2024-01-19,Mumbai,ios,paid_google,18-24
U008118,2024-03-01,Chennai,android,referral,35-44
U008119,2024-04-23,Bangalore,android,paid_google,18-24
U008120,2024-05-31,Delhi,ios,organic,18-24
U008121,2024-05-28,Delhi,ios,social,18-24
U008122,2024-03-24,Mumbai,android,social,25-34
U008123,2024-04-17,Bangalore,ios,referral,35-44
U008124,2024-02-20,Hyderabad,android,paid_google,35-44
U008125,2024-06-22,Delhi,android,referral,18-24
U008126,2024-03-24,Bangalore,android,referral,18-24
U008127,2024-02-28,Delhi,android,organic,18-24
U008128,2024-01-29,Delhi,ios,social,25-34
U008129,2024-03-24,Pune,ios,referral,25-34
U008130,2024-02-28,Hyderabad,android,paid_google,25-34
U008131,2024-01-26,Chennai,web,organic,25-34
U008132,2024-03-01,Delhi,android,social,35-44
U008133,2024-04-15,Mumbai,android,paid_google,18-24
U008134,2024-02-21,Bangalore,web,organic,25-34
U008135,2024-04-06,Hyderabad,android,email,25-34
U008136,2024-02-26,Bangalore,ios,referral,18-24
U008137,2024-01-19,Bangalore,android,social,25-34
U008138,2024-04-30,Delhi,web,organic,25-34
U008139,2024-05-29,Bangalore,ios,referral,25-34
U008140,2024-05-04,Pune,ios,referral,25-34
U008141,2024-01-14,Bangalore,ios,organic,18-24
U008142,2024-04-21,Delhi,ios,organic,25-34
U008143,2024-02-07,Mumbai,android,social,35-44
U008144,2024-02-25,Chennai,android,organic,45+
U008145,2024-06-05,Delhi,ios,referral,35-44
U008146,2024-04-26,Bangalore,android,social,18-24
U008147,2024-02-15,Jaipur,web,organic,45+
U008148,2024-04-09,Mumbai,android,paid_google,18-24
U008149,2024-04-05,Delhi,android,social,35-44
U008150,2024-02-04,Hyderabad,android,organic,18-24
U008151,2024-04-27,Delhi,android,organic,18-24
U008152,2024-02-19,Delhi,android,paid_google,18-24
U008153,2024-06-10,Delhi,ios,social,25-34
U008154,2024-04-01,Delhi,android,organic,18-24
U008155,2024-03-10,Pune,android,organic,25-34
U008156,2024-02-21,Chennai,web,organic,25-34
U008157,2024-03-26,Mumbai,ios,organic,25-34
U008158,2024-02-02,Pune,android,paid_google,18-24
U008159,2024-01-09,Hyderabad,ios,social,18-24
U008160,2024-06-26,Bangalore,web,organic,25-34
U008161,2024-05-25,Delhi,android,organic,18-24
U008162,2024-01-16,Chennai,ios,organic,25-34
U008163,2024-03-12,Mumbai,android,referral,25-34
U008164,2024-02-04,Mumbai,ios,paid_google,35-44
U008165,2024-01-29,Mumbai,ios,paid_google,35-44
U008166,2024-04-29,Delhi,ios,social,35-44
U008167,2024-04-27,Chennai,ios,social,18-24
U008168,2024-04-17,Delhi,ios,paid_google,25-34
U008169,2024-02-13,Bangalore,android,referral,18-24
U008170,2024-03-28,Delhi,ios,organic,18-24
U008171,2024-02-26,Hyderabad,android,email,18-24
U008172,2024-03-16,Mumbai,web,organic,18-24
U008173,2024-06-03,Hyderabad,android,referral,25-34
U008174,2024-02-10,Delhi,android,social,45+
U008175,2024-06-12,Mumbai,android,email,18-24
U008176,2024-06-05,Delhi,ios,referral,18-24
U008177,2024-02-13,Hyderabad,web,organic,25-34
U008178,2024-05-27,Delhi,android,organic,35-44
U008179,2024-05-21,Hyderabad,android,referral,25-34
U008180,2024-02-28,Delhi,android,organic,35-44
U008181,2024-01-23,Kolkata,ios,referral,25-34
U008182,2024-04-15,Mumbai,android,referral,35-44
U008183,2024-05-13,Delhi,android,referral,18-24
U008184,2024-05-05,Delhi,android,paid_google,35-44
U008185,2024-02-25,Mumbai,android,organic,18-24
U008186,2024-05-31,Pune,ios,paid_google,18-24
U008187,2024-05-01,Delhi,web,organic,35-44
U008188,2024-04-28,Chennai,android,social,18-24
U008189,2024-03-12,Mumbai,android,email,25-34
U008190,2024-01-04,Chennai,android,social,25-34
U008191,2024-04-19,Pune,android,paid_google,18-24
U008192,2024-03-04,Jaipur,web,paid_google,25-34
U008193,2024-03-04,Delhi,android,social,18-24
U008194,2024-03-24,Chennai,android,paid_google,18-24
U008195,2024-04-21,Delhi,android,referral,18-24
U008196,2024-05-28,Mumbai,ios,paid_google,18-24
U008197,2024-02-26,Hyderabad,android,email,25-34
U008198,2024-05-31,Bangalore,ios,email,25-34
U008199,2024-02-08,Bangalore,web,organic,35-44
U008200,2024-05-26,Jaipur,android,paid_google,25-34
U008201,2024-01-02,Chennai,android,referral,25-34
U008202,2024-04-16,Mumbai,ios,organic,35-44
U008203,2024-01-12,Bangalore,android,organic,25-34
U008204,2024-01-11,Delhi,ios,organic,25-34
U008205,2024-04-30,Bangalore,ios,social,25-34
U008206,2024-05-09,Hyderabad,ios,paid_google,25-34
U008207,2024-01-09,Hyderabad,android,paid_google,25-34
U008208,2024-04-18,Kolkata,ios,organic,25-34
U008209,2024-05-15,Mumbai,android,organic,25-34
U008210,2024-04-10,Kolkata,ios,paid_google,18-24
U008211,2024-05-02,Hyderabad,web,paid_google,35-44
U008212,2024-06-27,Delhi,android,social,25-34
U008213,2024-01-26,Mumbai,android,paid_google,18-24
U008214,2024-04-25,Bangalore,android,referral,25-34
U008215,2024-05-06,Mumbai,android,referral,18-24
U008216,2024-03-02,Delhi,ios,email,25-34
U008217,2024-01-22,Bangalore,ios,paid_google,45+
U008218,2024-05-22,Delhi,android,organic,18-24
U008219,2024-01-04,Kolkata,ios,organic,25-34
U008220,2024-06-26,Pune,android,email,35-44
U008221,2024-04-14,Bangalore,android,organic,18-24
U008222,2024-02-25,Delhi,android,paid_google,18-24
U008223,2024-02-03,Bangalore,ios,organic,25-34
U008224,2024-04-01,Bangalore,android,paid_google,18-24
U008225,2024-03-16,Pune,ios,organic,25-34
U008226,2024-03-02,Delhi,ios,organic,25-34
U008227,2024-06-14,Hyderabad,ios,referral,25-34
U008228,2024-01-24,Bangalore,ios,organic,35-44
U008229,2024-01-05,Delhi,android,referral,35-44
U008230,2024-05-02,Delhi,android,email,35-44
U008231,2024-06-20,Hyderabad,android,social,18-24
U008232,2024-03-19,Mumbai,ios,paid_google,35-44
U008233,2024-02-11,Jaipur,web,organic,25-34
U008234,2024-06-29,Pune,ios,email,45+
U008235,2024-04-27,Bangalore,android,organic,18-24
U008236,2024-05-26,Hyderabad,android,social,18-24
U008237,2024-05-29,Delhi,ios,paid_google,35-44
U008238,2024-01-07,Pune,ios,paid_google,18-24
U008239,2024-04-26,Bangalore,android,paid_google,25-34
U008240,2024-04-28,Bangalore,ios,social,25-34
U008241,2024-02-05,Pune,ios,paid_google,18-24
U008242,2024-06-29,Delhi,ios,organic,25-34
U008243,2024-04-13,Bangalore,ios,organic,25-34
U008244,2024-02-17,Hyderabad,android,organic,25-34
U008245,2024-04-04,Delhi,ios,referral,25-34
U008246,2024-06-09,Delhi,android,email,18-24
U008247,2024-04-28,Bangalore,android,paid_google,25-34
U008248,2024-06-29,Bangalore,web,paid_google,18-24
U008249,2024-06-11,Mumbai,web,paid_google,18-24
U008250,2024-01-01,Pune,android,referral,18-24
U008251,2024-06-09,Mumbai,ios,social,25-34
U008252,2024-01-19,Bangalore,web,organic,25-34
U008253,2024-04-08,Delhi,android,paid_google,18-24
U008254,2024-06-25,Delhi,android,organic,18-24
U008255,2024-03-26,Bangalore,ios,referral,25-34
U008256,2024-05-15,Bangalore,android,paid_google,18-24
U008257,2024-01-09,Chennai,web,paid_google,25-34
U008258,2024-03-16,Bangalore,android,email,25-34
U008259,2024-04-19,Mumbai,android,referral,25-34
U008260,2024-03-10,Hyderabad,ios,paid_google,18-24
U008261,2024-06-27,Mumbai,ios,organic,35-44
U008262,2024-06-05,Mumbai,android,paid_google,18-24
U008263,2024-05-18,Kolkata,android,organic,25-34
U008264,2024-05-27,Bangalore,android,organic,25-34
U008265,2024-02-23,Delhi,android,social,45+
U008266,2024-06-24,Hyderabad,android,email,25-34
U008267,2024-01-21,Chennai,ios,social,35-44
U008268,2024-06-07,Chennai,ios,paid_google,25-34
U008269,2024-03-26,Bangalore,android,referral,25-34
U008270,2024-01-15,Bangalore,android,referral,35-44
U008271,2024-05-11,Chennai,android,paid_google,35-44
U008272,2024-06-21,Hyderabad,ios,paid_google,45+
U008273,2024-04-03,Bangalore,android,paid_google,25-34
U008274,2024-01-14,Hyderabad,android,email,18-24
U008275,2024-01-29,Delhi,web,social,18-24
U008276,2024-04-08,Delhi,web,referral,25-34
U008277,2024-04-03,Kolkata,android,organic,18-24
U008278,2024-04-29,Kolkata,ios,paid_google,35-44
U008279,2024-06-07,Chennai,ios,paid_google,18-24
U008280,2024-01-11,Mumbai,ios,paid_google,25-34
U008281,2024-04-03,Delhi,android,paid_google,25-34
U008282,2024-04-03,Mumbai,android,social,35-44
U008283,2024-02-14,Chennai,android,paid_google,25-34
U008284,2024-06-14,Mumbai,android,email,45+
U008285,2024-05-23,Chennai,android,email,18-24
U008286,2024-06-29,Hyderabad,ios,paid_google,25-34
U008287,2024-01-18,Hyderabad,android,organic,25-34
U008288,2024-05-23,Kolkata,android,social,25-34
U008289,2024-06-30,Pune,android,social,18-24
U008290,2024-02-22,Hyderabad,ios,organic,18-24
U008291,2024-02-05,Delhi,android,paid_google,18-24
U008292,2024-03-26,Kolkata,android,organic,35-44
U008293,2024-03-02,Mumbai,web,organic,35-44
U008294,2024-05-18,Mumbai,android,social,18-24
U008295,2024-01-30,Pune,ios,referral,18-24
U008296,2024-06-15,Delhi,web,paid_google,25-34
U008297,2024-05-02,Hyderabad,android,paid_google,18-24
U008298,2024-05-28,Bangalore,android,organic,25-34
U008299,2024-06-28,Hyderabad,android,paid_google,25-34
U008300,2024-02-23,Kolkata,ios,email,25-34
U008301,2024-02-27,Chennai,web,referral,25-34
U008302,2024-03-23,Mumbai,android,paid_google,25-34
U008303,2024-03-31,Delhi,android,referral,35-44
U008304,2024-03-09,Jaipur,android,referral,18-24
U008305,2024-05-08,Bangalore,web,paid_google,18-24
U008306,2024-06-23,Delhi,ios,organic,25-34
U008307,2024-04-18,Hyderabad,web,paid_google,18-24
U008308,2024-03-11,Delhi,android,referral,35-44
U008309,2024-01-14,Delhi,android,referral,18-24
U008310,2024-01-17,Hyderabad,web,paid_google,35-44
U008311,2024-04-05,Mumbai,android,paid_google,18-24
U008312,2024-03-29,Mumbai,ios,email,18-24
U008313,2024-04-25,Hyderabad,android,referral,18-24
U008314,2024-05-04,Pune,ios,paid_google,25-34
U008315,2024-05-08,Hyderabad,web,referral,18-24
U008316,2024-05-14,Bangalore,ios,email,25-34
U008317,2024-02-01,Hyderabad,android,paid_google,25-34
U008318,2024-04-30,Hyderabad,web,referral,25-34
U008319,2024-06-30,Chennai,android,organic,18-24
U008320,2024-05-16,Mumbai,android,referral,18-24
U008321,2024-06-22,Delhi,ios,paid_google,35-44
U008322,2024-05-16,Hyderabad,android,referral,18-24
U008323,2024-03-15,Delhi,android,organic,18-24
U008324,2024-04-25,Bangalore,ios,organic,18-24
U008325,2024-06-07,Mumbai,ios,paid_google,35-44
U008326,2024-04-04,Mumbai,web,organic,18-24
U008327,2024-06-21,Bangalore,android,referral,18-24
U008328,2024-06-26,Pune,android,organic,45+
U008329,2024-01-17,Hyderabad,ios,organic,25-34
U008330,2024-02-18,Delhi,ios,referral,25-34
U008331,2024-04-27,Pune,android,organic,18-24
U008332,2024-01-23,Bangalore,ios,organic,25-34
U008333,2024-01-21,Delhi,android,organic,25-34
U008334,2024-04-10,Bangalore,ios,paid_google,18-24
U008335,2024-02-15,Delhi,android,organic,18-24
U008336,2024-03-14,Mumbai,ios,referral,45+
U008337,2024-01-20,Chennai,ios,email,18-24
U008338,2024-01-28,Hyderabad,android,organic,25-34
U008339,2024-02-12,Bangalore,ios,organic,25-34
U008340,2024-03-11,Mumbai,web,referral,25-34
U008341,2024-01-29,Mumbai,android,paid_google,18-24
U008342,2024-06-27,Jaipur,android,paid_google,35-44
U008343,2024-02-07,Mumbai,android,organic,35-44
U008344,2024-05-07,Hyderabad,android,paid_google,25-34
U008345,2024-02-08,Bangalore,ios,social,25-34
U008346,2024-02-22,Delhi,ios,organic,18-24
U008347,2024-05-13,Kolkata,android,referral,18-24
U008348,2024-06-09,Delhi,ios,referral,18-24
U008349,2024-01-06,Hyderabad,android,organic,25-34
U008350,2024-03-16,Chennai,android,social,18-24
U008351,2024-04-16,Chennai,android,paid_google,18-24
U008352,2024-06-23,Chennai,android,paid_google,35-44
U008353,2024-05-18,Chennai,ios,organic,35-44
U008354,2024-02-03,Bangalore,ios,organic,35-44
U008355,2024-05-01,Pune,web,organic,25-34
U008356,2024-03-29,Kolkata,android,paid_google,35-44
U008357,2024-04-17,Bangalore,web,social,25-34
U008358,2024-04-23,Bangalore,ios,referral,25-34
U008359,2024-06-14,Bangalore,ios,social,45+
U008360,2024-01-06,Mumbai,android,organic,45+
U008361,2024-03-15,Delhi,ios,referral,18-24
U008362,2024-02-18,Mumbai,android,paid_google,18-24
U008363,2024-01-17,Pune,android,social,18-24
U008364,2024-01-06,Bangalore,android,paid_google,18-24
U008365,2024-02-29,Pune,android,social,25-34
U008366,2024-05-13,Chennai,ios,email,25-34
U008367,2024-06-14,Mumbai,ios,social,18-24
U008368,2024-03-26,Delhi,android,email,35-44
U008369,2024-04-15,Bangalore,ios,referral,18-24
U008370,2024-05-28,Kolkata,ios,paid_google,25-34
U008371,2024-03-28,Pune,android,paid_google,35-44
U008372,2024-06-16,Chennai,android,organic,25-34
U008373,2024-06-14,Chennai,android,organic,18-24
U008374,2024-03-24,Bangalore,ios,organic,18-24
U008375,2024-05-04,Delhi,ios,paid_google,25-34
U008376,2024-05-31,Mumbai,ios,paid_google,25-34
U008377,2024-06-19,Bangalore,ios,social,18-24
U008378,2024-06-27,Mumbai,android,organic,35-44
U008379,2024-05-15,Chennai,ios,organic,18-24
U008380,2024-05-20,Mumbai,android,paid_google,35-44
U008381,2024-04-23,Delhi,ios,organic,35-44
U008382,2024-04-27,Chennai,android,organic,18-24
U008383,2024-03-18,Hyderabad,android,referral,18-24
U008384,2024-05-25,Mumbai,android,paid_google,25-34
U008385,2024-02-03,Jaipur,ios,organic,25-34
U008386,2024-03-19,Mumbai,android,social,25-34
U008387,2024-02-13,Hyderabad,android,referral,18-24
U008388,2024-03-07,Kolkata,ios,organic,18-24
U008389,2024-02-28,Delhi,android,email,25-34
U008390,2024-05-03,Pune,android,email,18-24
U008391,2024-04-05,Hyderabad,web,organic,18-24
U008392,2024-03-14,Delhi,ios,social,18-24
U008393,2024-01-13,Hyderabad,ios,organic,18-24
U008394,2024-02-07,Pune,android,referral,18-24
U008395,2024-03-31,Chennai,ios,organic,25-34
U008396,2024-03-13,Chennai,android,social,18-24
U008397,2024-04-26,Delhi,android,organic,18-24
U008398,2024-02-12,Delhi,web,organic,25-34
U008399,2024-06-07,Bangalore,android,organic,25-34
U008400,2024-02-11,Bangalore,ios,paid_google,35-44
U008401,2024-05-17,Kolkata,android,organic,35-44
U008402,2024-03-14,Bangalore,ios,paid_google,25-34
U008403,2024-02-16,Mumbai,android,organic,18-24
U008404,2024-02-14,Delhi,ios,paid_google,18-24
U008405,2024-06-30,Delhi,ios,email,35-44
U008406,2024-06-26,Delhi,android,organic,18-24
U008407,2024-06-19,Bangalore,web,paid_google,25-34
U008408,2024-02-09,Delhi,android,social,35-44
U008409,2024-02-11,Pune,ios,paid_google,18-24
U008410,2024-03-01,Bangalore,ios,email,18-24
U008411,2024-01-30,Pune,ios,organic,25-34
U008412,2024-01-11,Bangalore,android,organic,18-24
U008413,2024-03-22,Bangalore,android,organic,25-34
U008414,2024-05-27,Bangalore,ios,referral,35-44
U008415,2024-02-02,Jaipur,ios,paid_google,18-24
U008416,2024-04-22,Chennai,android,referral,18-24
U008417,2024-03-07,Bangalore,ios,email,18-24
U008418,2024-04-04,Hyderabad,android,referral,25-34
U008419,2024-02-17,Mumbai,ios,social,25-34
U008420,2024-02-22,Chennai,web,organic,25-34
U008421,2024-05-23,Jaipur,web,organic,18-24
U008422,2024-06-30,Delhi,ios,paid_google,25-34
U008423,2024-01-09,Hyderabad,ios,organic,25-34
U008424,2024-06-19,Bangalore,ios,paid_google,35-44
U008425,2024-03-22,Pune,ios,referral,18-24
U008426,2024-03-29,Delhi,android,paid_google,35-44
U008427,2024-02-07,Delhi,android,referral,35-44
U008428,2024-04-05,Delhi,ios,organic,35-44
U008429,2024-04-24,Delhi,ios,paid_google,18-24
U008430,2024-05-18,Hyderabad,android,paid_google,18-24
U008431,2024-02-11,Delhi,web,paid_google,35-44
U008432,2024-05-16,Hyderabad,android,referral,25-34
U008433,2024-03-18,Pune,android,social,25-34
U008434,2024-02-01,Delhi,ios,social,25-34
U008435,2024-01-07,Delhi,android,organic,25-34
U008436,2024-04-13,Jaipur,android,organic,25-34
U008437,2024-05-07,Hyderabad,android,organic,18-24
U008438,2024-02-07,Delhi,ios,email,18-24
U008439,2024-04-27,Mumbai,android,organic,35-44
U008440,2024-03-22,Jaipur,android,referral,25-34
U008441,2024-02-09,Mumbai,ios,referral,18-24
U008442,2024-01-02,Chennai,android,referral,25-34
U008443,2024-05-19,Mumbai,android,referral,18-24
U008444,2024-05-09,Mumbai,android,paid_google,25-34
U008445,2024-03-25,Pune,android,referral,25-34
U008446,2024-06-14,Delhi,android,referral,18-24
U008447,2024-06-29,Mumbai,android,organic,35-44
U008448,2024-03-16,Bangalore,android,paid_google,18-24
U008449,2024-05-01,Hyderabad,ios,social,25-34
U008450,2024-03-15,Delhi,android,paid_google,25-34
U008451,2024-05-26,Mumbai,android,paid_google,45+
U008452,2024-06-19,Mumbai,ios,email,25-34
U008453,2024-02-07,Delhi,ios,organic,45+
U008454,2024-05-24,Mumbai,ios,referral,35-44
U008455,2024-04-23,Kolkata,android,referral,25-34
U008456,2024-03-27,Mumbai,ios,email,25-34
U008457,2024-06-25,Bangalore,android,referral,25-34
U008458,2024-01-29,Mumbai,android,organic,25-34
U008459,2024-05-02,Delhi,android,email,18-24
U008460,2024-01-11,Mumbai,ios,organic,25-34
U008461,2024-02-05,Bangalore,android,organic,18-24
U008462,2024-06-22,Mumbai,ios,paid_google,25-34
U008463,2024-05-21,Hyderabad,android,social,18-24
U008464,2024-01-30,Kolkata,android,organic,35-44
U008465,2024-03-19,Delhi,ios,social,18-24
U008466,2024-01-07,Hyderabad,android,email,25-34
U008467,2024-04-12,Delhi,ios,referral,25-34
U008468,2024-06-07,Delhi,ios,organic,45+
U008469,2024-02-26,Delhi,android,email,18-24
U008470,2024-04-24,Bangalore,android,organic,18-24
U008471,2024-04-01,Delhi,web,referral,18-24
U008472,2024-01-24,Chennai,ios,organic,35-44
U008473,2024-03-24,Delhi,android,paid_google,35-44
U008474,2024-01-15,Bangalore,android,referral,18-24
U008475,2024-06-04,Hyderabad,ios,email,18-24
U008476,2024-06-13,Mumbai,android,organic,18-24
U008477,2024-02-19,Bangalore,android,social,18-24
U008478,2024-05-29,Mumbai,android,paid_google,25-34
U008479,2024-05-14,Delhi,ios,referral,25-34
U008480,2024-02-26,Chennai,ios,paid_google,18-24
U008481,2024-03-12,Mumbai,ios,paid_google,18-24
U008482,2024-02-20,Chennai,ios,organic,25-34
U008483,2024-01-06,Delhi,android,paid_google,18-24
U008484,2024-01-22,Mumbai,android,social,18-24
U008485,2024-05-17,Delhi,android,organic,18-24
U008486,2024-04-24,Bangalore,android,email,18-24
U008487,2024-06-22,Mumbai,ios,organic,35-44
U008488,2024-06-20,Delhi,ios,organic,18-24
U008489,2024-01-23,Bangalore,ios,paid_google,25-34
U008490,2024-05-11,Delhi,android,email,18-24
U008491,2024-04-10,Pune,ios,social,35-44
U008492,2024-02-19,Bangalore,android,paid_google,18-24
U008493,2024-05-05,Hyderabad,web,social,18-24
U008494,2024-03-22,Pune,android,social,25-34
U008495,2024-06-03,Delhi,ios,organic,45+
U008496,2024-06-03,Mumbai,ios,organic,18-24
U008497,2024-05-10,Delhi,android,email,18-24
U008498,2024-01-15,Delhi,android,organic,25-34
U008499,2024-06-19,Delhi,android,paid_google,25-34
U008500,2024-04-02,Bangalore,web,organic,25-34
U008501,2024-04-11,Bangalore,ios,paid_google,35-44
U008502,2024-02-07,Delhi,ios,referral,25-34
U008503,2024-04-19,Mumbai,ios,paid_google,25-34
U008504,2024-04-04,Mumbai,android,email,18-24
U008505,2024-04-08,Mumbai,android,paid_google,35-44
U008506,2024-04-05,Hyderabad,android,paid_google,25-34
U008507,2024-01-04,Hyderabad,android,organic,18-24
U008508,2024-03-13,Mumbai,android,organic,25-34
U008509,2024-03-29,Chennai,ios,referral,18-24
U008510,2024-03-30,Mumbai,android,referral,18-24
U008511,2024-03-19,Bangalore,android,organic,35-44
U008512,2024-04-24,Delhi,android,email,18-24
U008513,2024-05-23,Mumbai,ios,paid_google,18-24
U008514,2024-01-23,Chennai,android,organic,18-24
U008515,2024-02-25,Jaipur,web,referral,25-34
U008516,2024-04-23,Hyderabad,android,referral,18-24
U008517,2024-04-16,Delhi,web,paid_google,35-44
U008518,2024-04-23,Delhi,web,social,25-34
U008519,2024-03-14,Bangalore,android,referral,35-44
U008520,2024-02-11,Chennai,ios,email,45+
U008521,2024-04-18,Delhi,android,social,25-34
U008522,2024-04-16,Chennai,android,paid_google,25-34
U008523,2024-02-05,Bangalore,web,referral,25-34
U008524,2024-05-30,Chennai,ios,paid_google,25-34
U008525,2024-06-02,Bangalore,android,paid_google,18-24
U008526,2024-01-23,Hyderabad,android,referral,25-34
U008527,2024-02-06,Mumbai,android,organic,25-34
U008528,2024-02-23,Chennai,ios,organic,25-34
U008529,2024-03-18,Pune,ios,organic,18-24
U008530,2024-05-01,Pune,android,referral,25-34
U008531,2024-05-14,Delhi,android,email,18-24
U008532,2024-03-26,Hyderabad,ios,email,35-44
U008533,2024-01-17,Jaipur,ios,organic,25-34
U008534,2024-05-31,Bangalore,web,organic,45+
U008535,2024-04-06,Delhi,ios,paid_google,18-24
U008536,2024-01-23,Pune,ios,referral,25-34
U008537,2024-01-02,Mumbai,android,paid_google,25-34
U008538,2024-04-14,Delhi,ios,organic,25-34
U008539,2024-06-12,Bangalore,web,referral,25-34
U008540,2024-03-10,Delhi,ios,organic,25-34
U008541,2024-04-16,Delhi,android,organic,25-34
U008542,2024-02-14,Bangalore,ios,organic,35-44
U008543,2024-05-22,Hyderabad,ios,social,35-44
U008544,2024-04-28,Kolkata,ios,organic,18-24
U008545,2024-06-30,Hyderabad,android,paid_google,25-34
U008546,2024-05-25,Pune,android,organic,18-24
U008547,2024-02-05,Mumbai,web,email,18-24
U008548,2024-02-21,Mumbai,web,social,25-34
U008549,2024-02-17,Bangalore,web,paid_google,18-24
U008550,2024-04-07,Hyderabad,web,social,18-24
U008551,2024-03-15,Bangalore,android,email,35-44
U008552,2024-05-21,Mumbai,ios,referral,18-24
U008553,2024-05-05,Mumbai,ios,organic,18-24
U008554,2024-01-11,Bangalore,android,paid_google,35-44
U008555,2024-03-18,Delhi,android,paid_google,35-44
U008556,2024-05-29,Pune,android,referral,25-34
U008557,2024-03-18,Bangalore,android,social,25-34
U008558,2024-05-06,Chennai,android,paid_google,18-24
U008559,2024-05-23,Delhi,android,organic,25-34
U008560,2024-04-28,Bangalore,android,organic,18-24
U008561,2024-02-27,Kolkata,ios,email,18-24
U008562,2024-01-07,Delhi,android,referral,25-34
U008563,2024-01-01,Mumbai,ios,social,18-24
U008564,2024-02-09,Mumbai,web,referral,18-24
U008565,2024-03-08,Mumbai,ios,email,18-24
U008566,2024-03-17,Hyderabad,android,organic,25-34
U008567,2024-06-12,Mumbai,android,paid_google,18-24
U008568,2024-06-11,Hyderabad,ios,organic,25-34
U008569,2024-04-30,Bangalore,android,paid_google,35-44
U008570,2024-02-01,Delhi,android,email,18-24
U008571,2024-06-16,Kolkata,ios,paid_google,25-34
U008572,2024-06-19,Mumbai,ios,organic,25-34
U008573,2024-03-14,Bangalore,ios,organic,45+
U008574,2024-04-16,Delhi,ios,paid_google,35-44
U008575,2024-02-15,Kolkata,ios,referral,25-34
U008576,2024-05-05,Kolkata,ios,organic,25-34
U008577,2024-06-25,Mumbai,ios,paid_google,18-24
U008578,2024-06-14,Delhi,android,referral,25-34
U008579,2024-03-03,Chennai,android,referral,35-44
U008580,2024-01-08,Mumbai,android,referral,18-24
U008581,2024-01-31,Hyderabad,ios,organic,18-24
U008582,2024-03-11,Kolkata,ios,social,35-44
U008583,2024-05-06,Bangalore,web,social,18-24
U008584,2024-01-18,Pune,ios,organic,18-24
U008585,2024-06-02,Mumbai,android,paid_google,18-24
U008586,2024-04-02,Kolkata,web,email,18-24
U008587,2024-05-28,Mumbai,web,referral,25-34
U008588,2024-05-03,Mumbai,ios,referral,25-34
U008589,2024-05-24,Pune,ios,referral,25-34
U008590,2024-04-21,Bangalore,ios,referral,45+
U008591,2024-03-07,Chennai,android,paid_google,45+
U008592,2024-06-09,Chennai,ios,email,25-34
U008593,2024-06-24,Hyderabad,ios,paid_google,35-44
U008594,2024-05-01,Delhi,ios,organic,45+
U008595,2024-06-26,Hyderabad,android,referral,18-24
U008596,2024-01-31,Delhi,ios,paid_google,25-34
U008597,2024-04-05,Delhi,ios,organic,18-24
U008598,2024-05-11,Hyderabad,ios,paid_google,18-24
U008599,2024-05-27,Kolkata,android,email,18-24
U008600,2024-01-05,Chennai,android,referral,25-34
U008601,2024-03-07,Mumbai,android,paid_google,25-34
U008602,2024-02-11,Pune,android,social,25-34
U008603,2024-05-28,Jaipur,ios,paid_google,25-34
U008604,2024-01-15,Mumbai,ios,referral,25-34
U008605,2024-02-07,Delhi,web,email,25-34
U008606,2024-03-22,Delhi,android,organic,18-24
U008607,2024-04-28,Mumbai,ios,social,35-44
U008608,2024-06-26,Delhi,android,organic,25-34
U008609,2024-02-04,Bangalore,android,paid_google,18-24
U008610,2024-04-01,Chennai,web,referral,25-34
U008611,2024-02-11,Bangalore,android,paid_google,25-34
U008612,2024-01-14,Jaipur,android,paid_google,18-24
U008613,2024-03-10,Bangalore,android,organic,25-34
U008614,2024-04-02,Delhi,web,social,35-44
U008615,2024-04-17,Bangalore,android,organic,25-34
U008616,2024-06-11,Kolkata,android,referral,18-24
U008617,2024-04-01,Delhi,android,paid_google,18-24
U008618,2024-01-13,Mumbai,android,referral,18-24
U008619,2024-03-15,Hyderabad,ios,paid_google,25-34
U008620,2024-03-15,Mumbai,android,paid_google,25-34
U008621,2024-05-15,Chennai,ios,referral,45+
U008622,2024-06-12,Mumbai,android,paid_google,25-34
U008623,2024-01-20,Chennai,android,paid_google,25-34
U008624,2024-05-11,Bangalore,ios,paid_google,18-24
U008625,2024-02-19,Delhi,ios,paid_google,25-34
U008626,2024-06-09,Mumbai,android,social,18-24
U008627,2024-02-16,Mumbai,android,referral,35-44
